Games won/total: 42/423, win %: 9.929%, last score - black/white:5/7
Games won/total: 42/424, win %: 9.906%, last score - black/white:5/7
Games won/total: 42/425, win %: 9.882%, last score - black/white:5/7
Games won/total: 42/426, win %: 9.859%, last score - black/white:5/7
Games won/total: 42/427, win %: 9.836%, last score - black/white:5/7
Games won/total: 42/428, win %: 9.813%, last score - black/white:5/7
Games won/total: 42/429, win %: 9.79%, last score - black/white:9/9
Games won/total: 42/430, win %: 9.767%, last score - black/white:5/7
Syncing agents weights...
Games won/total: 42/431, win %: 9.745%, last score - black/white:7/13
Games won/total: 42/432, win %: 9.722%, last score - black/white:10/12
Games won/total: 42/433, win %: 9.7%, last score - black/white:7/7
Games won/total: 42/434, win %: 9.677%, last score - black/white:5/7
Games won/total: 42/435, win %: 9.655%, last score - black/white:5/7
Games won/total: 42/436, win %: 9.633%, last score - black/white:5/7
Games won/total: 42/437, win %: 9.611%, last score - black/white:5/9
Games won/total: 42/438, win %: 9.589%, last score - black/white:5/9
Games won/total: 42/439, win %: 9.567%, last score - black/white:5/7
Games won/total: 42/440, win %: 9.545%, last score - black/white:5/7
Syncing agents weights...
Games won/total: 42/441, win %: 9.524%, last score - black/white:5/7
Games won/total: 42/442, win %: 9.502%, last score - black/white:5/7
Games won/total: 42/443, win %: 9.481%, last score - black/white:6/8
Games won/total: 42/444, win %: 9.459%, last score - black/white:5/7
Games won/total: 42/445, win %: 9.438%, last score - black/white:5/7
Games won/total: 42/446, win %: 9.417%, last score - black/white:5/7
Games won/total: 42/447, win %: 9.396%, last score - black/white:5/7
Games won/total: 42/448, win %: 9.375%, last score - black/white:5/7
Games won/total: 0/1, win %: 0.0%, last score - black/white:21/43
